Source_Gene,Target_Gene
9378,5618
9378,6095
9378,64324
9378,284217
9378,1789
9378,1902
9378,284058
9378,7227
9547,4897
9547,1066
9547,11009
9547,1591
9547,2886
9547,3476
9547,3659
9547,4319
9547,563
9547,780
9547,10451
9547,6095
9547,10125
9547,1645
9547,1646
9547,30061
9547,5618
9547,655
9547,6715
9547,8648
9817,10451
9817,10481
9817,11009
9817,1474
9817,1789
9817,1902
9817,26227
9817,2690
9817,2886
9817,3732
9817,3925
9817,3945
9817,4072
9817,4074
9817,5160
9817,563
9817,655
9817,6715
9817,780
9817,811
9817,8648
9817,1000
9817,406984
9817,6194
9817,6240
9817,898
9817,5037
9817,6423
9817,1645
9817,2026
9817,2309
9817,3659
9817,407021
9817,4504
9817,5478
9817,8434
9846,10481
9846,2057
9846,226
9846,3400
9846,3732
9846,3945
9846,406984
9846,4504
9846,51129
9846,5315
9846,57016
9846,7291
9846,811
9846,8434
9846,1000
9846,1436
9846,4319
9846,5268
9846,5478
9846,7852
9846,8648
9846,1474
9846,26227
9846,4217
9846,4321
10125,4319
10125,4321
10125,7852
10125,8836
10125,1066
10125,1591
10125,2571
10125,2690
10125,3161
10125,51129
10125,5478
10125,6095
10125,6240
10125,6715
10125,7227
10125,1436
10125,1902
10125,2026
10125,5997
10125,64324
10125,284217
10125,3397
10125,6277
10125,6514
10125,1645
10125,1646
10125,30061
10125,5618
10125,655
10125,8648
10125,9547
10451,10481
10451,11009
10451,1474
10451,1789
10451,1902
10451,26227
10451,2690
10451,2886
10451,3732
10451,3925
10451,3945
10451,4072
10451,4074
10451,5160
10451,563
10451,655
10451,6715
10451,780
10451,811
10451,8648
10451,9817
10451,358
10451,5997
10451,4319
10451,6095
10451,9547
10451,10457
10451,1436
10451,2180
10451,3161
10451,4321
10451,6241
10457,284217
10457,4897
10457,5268
10457,57016
10457,6241
10457,6423
10457,811
10457,8836
10457,10481
10457,11009
10457,1436
10457,1474
10457,1789
10457,1902
10457,2057
10457,226
10457,26227
10457,2886
10457,3161
10457,3476
10457,3925
10457,3945
10457,406984
10457,407021
10457,4504
10457,51129
10457,5655
10457,5997
10457,6194
10457,6514
10457,8648
10457,898
10457,10451
10457,2180
10457,4321
10457,2203
10457,284058
10457,4217
10481,10451
10481,11009
10481,1474
10481,1789
10481,1902
10481,26227
10481,2690
10481,2886
10481,3732
10481,3925
10481,3945
10481,4072
10481,4074
10481,5160
10481,563
10481,655
10481,6715
10481,780
10481,811
10481,8648
10481,9817
10481,2057
10481,226
10481,3400
10481,406984
10481,4504
10481,51129
10481,5315
10481,57016
10481,7291
10481,8434
10481,9846
10481,10457
10481,1436
10481,3161
10481,3476
10481,407021
10481,4897
10481,5268
10481,5655
10481,5997
10481,6194
10481,6423
10481,6514
10481,898
10481,4217
11009,10451
11009,10481
11009,1474
11009,1789
11009,1902
11009,26227
11009,2690
11009,2886
11009,3732
11009,3925
11009,3945
11009,4072
11009,4074
11009,5160
11009,563
11009,655
11009,6715
11009,780
11009,811
11009,8648
11009,9817
11009,1591
11009,4321
11009,5618
11009,5655
11009,1066
11009,3476
11009,3659
11009,4319
11009,9547
11009,10457
11009,1436
11009,2057
11009,226
11009,3161
11009,406984
11009,407021
11009,4504
11009,4897
11009,51129
11009,5268
11009,5997
11009,6194
11009,6423
11009,6514
11009,898
26227,10451
26227,10481
26227,11009
26227,1474
26227,1789
26227,1902
26227,2690
26227,2886
26227,3732
26227,3925
26227,3945
26227,4072
26227,4074
26227,5160
26227,563
26227,655
26227,6715
26227,780
26227,811
26227,8648
26227,9817
26227,10457
26227,1436
26227,2057
26227,226
26227,3161
26227,3476
26227,406984
26227,407021
26227,4504
26227,4897
26227,51129
26227,5268
26227,5655
26227,5997
26227,6194
26227,6423
26227,6514
26227,898
26227,4217
26227,57016
26227,9846
26227,1645
26227,2026
26227,2309
26227,3659
26227,5478
26227,6240
26227,8434
26227,1646
26227,30061
26227,3852
26227,7852
30061,2571
30061,2690
30061,4897
30061,54806
30061,5618
30061,6095
30061,64324
30061,9378
30061,407021
30061,5685
30061,6319
30061,10125
30061,1645
30061,1646
30061,655
30061,6715
30061,8648
30061,9547
30061,2026
30061,26227
30061,3476
30061,3852
30061,406984
30061,7852
51129,10125
51129,1066
51129,1591
51129,2571
51129,2690
51129,3161
51129,5478
51129,6095
51129,6240
51129,6715
51129,7227
51129,10481
51129,2057
51129,226
51129,3400
51129,3732
51129,3945
51129,406984
51129,4504
51129,5315
51129,57016
51129,7291
51129,811
51129,8434
51129,9846
51129,1000
51129,1436
51129,4319
51129,5268
51129,7852
51129,8648
51129,10457
51129,11009
51129,1474
51129,1789
51129,1902
51129,26227
51129,2886
51129,3476
51129,3925
51129,407021
51129,4897
51129,5655
51129,5997
51129,6194
51129,6423
51129,6514
51129,898
54806,1591
54806,2571
54806,2690
54806,30061
54806,4897
54806,5618
54806,6095
54806,64324
54806,9378
54806,284217
54806,284058
57016,10457
57016,284217
57016,4897
57016,5268
57016,6241
57016,6423
57016,811
57016,8836
57016,1646
57016,2203
57016,3476
57016,5105
57016,5315
57016,6194
57016,6240
57016,6319
57016,6514
57016,898
57016,10481
57016,2057
57016,226
57016,3400
57016,3732
57016,3945
57016,406984
57016,4504
57016,51129
57016,7291
57016,8434
57016,9846
57016,1474
57016,26227
57016,4217
64324,2309
64324,284058
64324,358
64324,3852
64324,2571
64324,2690
64324,30061
64324,4897
64324,54806
64324,5618
64324,6095
64324,9378
64324,10125
64324,1436
64324,1902
64324,2026
64324,5997
64324,284217
284058,2309
284058,358
284058,3852
284058,64324
284058,1789
284058,1902
284058,7227
284058,9378
284058,284217
284058,54806
284058,10457
284058,2203
284058,4217
284217,10457
284217,4897
284217,5268
284217,57016
284217,6241
284217,6423
284217,811
284217,8836
284217,2571
284217,54806
284217,9378
284217,10125
284217,3397
284217,6277
284217,6514
284217,284058
284217,64324
406984,1000
406984,4074
406984,5160
406984,6194
406984,6240
406984,898
406984,9817
406984,10481
406984,2057
406984,226
406984,3400
406984,3732
406984,3945
406984,4504
406984,51129
406984,5315
406984,57016
406984,7291
406984,811
406984,8434
406984,9846
406984,10457
406984,11009
406984,1436
406984,1474
406984,1789
406984,1902
406984,26227
406984,2886
406984,3161
406984,3476
406984,3925
406984,407021
406984,4897
406984,5268
406984,5655
406984,5997
406984,6423
406984,6514
406984,8648
406984,1645
406984,1646
406984,2026
406984,30061
406984,3852
406984,7852
407021,30061
407021,5685
407021,6319
407021,10457
407021,10481
407021,11009
407021,1436
407021,1474
407021,1789
407021,1902
407021,2057
407021,226
407021,26227
407021,2886
407021,3161
407021,3476
407021,3925
407021,3945
407021,406984
407021,4504
407021,4897
407021,51129
407021,5268
407021,5655
407021,5997
407021,6194
407021,6423
407021,6514
407021,8648
407021,898
407021,1645
407021,2026
407021,2309
407021,3659
407021,5478
407021,6240
407021,8434
407021,9817
407021,1646
407021,3852
407021,7852
